   3.5814156250923639e+00  -4.2577929156507227e-01
   3.6128315516282616e+00  -4.5399049973954625e-01
   3.6442474781641598e+00  -4.8175367410171499e-01
   3.6756634047000576e+00  -5.0904141575037087e-01
   3.7070793312359558e+00  -5.3582679497899643e-01
   3.7384952577718535e+00  -5.6208337785213025e-01
   3.7699111843077517e+00  -5.8778525229247303e-01
   3.8013271108436495e+00  -6.1290705365297626e-01
   3.8327430373795472e+00  -6.3742398974868930e-01
   3.8641589639154454e+00  -6.6131186532365172e-01
   3.8955748904513432e+00  -6.8454710592868839e-01
   3.9269908169872414e+00  -7.0710678118654746e-01
   3.9584067435231391e+00  -7.2896862742141133e-01
   3.9898226700590369e+00  -7.5011106963045915e-01
   4.0212385965949355e+00  -7.7051324277578936e-01
   4.0526545231308333e+00  -7.9015501237569041e-01
   4.0840704496667311e+00  -8.0901699437494734e-01
   4.1154863762026288e+00  -8.2708057427456161e-01
   4.1469023027385266e+00  -8.4432792550201485e-01
   4.1783182292744243e+00  -8.6074202700394331e-01
   4.2097341558103221e+00  -8.7630668004386314e-01
   4.2411500823462207e+00  -8.9100652418836779e-01
   4.2725660088821185e+00  -9.0482705246601935e-01
   4.3039819354180162e+00  -9.1775462568398092e-01
   4.3353978619539149e+00  -9.2977648588825146e-01
   4.3668137884898126e+00  -9.4088076895422545e-01
   4.3982297150257104e+00  -9.5105651629515353e-01
   4.4296456415616081e+00  -9.6029368567694295e-01
   4.4610615680975059e+00  -9.6858316112863097e-01
   4.4924774946334036e+00  -9.7591676193874721e-01
   4.5238934211693014e+00  -9.8228725072868850e-01
   4.5553093477052000e+00  -9.8768834059513766e-01
   4.5867252742410978e+00  -9.9211470131447776e-01
   4.6181412007769955e+00  -9.9556196460308000e-01
   4.6495571273128942e+00  -9.9802672842827156e-01
   4.6809730538487919e+00  -9.9950656036573160e-01
   4.7123889803846897e+00  -1.0000000000000000e+00
   4.7438049069205874e+00  -9.9950656036573160e-01
   4.7752208334564852e+00  -9.9802672842827156e-01
   4.8066367599923829e+00  -9.9556196460308011e-01
   4.8380526865282816e+00  -9.9211470131447788e-01
   4.8694686130641793e+00  -9.8768834059513777e-01
   4.9008845396000771e+00  -9.8228725072868872e-01
   4.9323004661359748e+00  -9.7591676193874755e-01
   4.9637163926718735e+00  -9.6858316112863108e-01
   4.9951323192077712e+00  -9.6029368567694307e-01
   5.0265482457436690e+00  -9.5105651629515364e-01
   5.0579641722795667e+00  -9.4088076895422557e-01
   5.0893800988154645e+00  -9.2977648588825157e-01
   5.1207960253513622e+00  -9.1775462568398147e-01
   5.1522119518872609e+00  -9.0482705246601958e-01
   5.1836278784231586e+00  -8.9100652418836801e-01
   5.2150438049590564e+00  -8.7630668004386381e-01
   5.2464597314949541e+00  -8.6074202700394387e-01
   5.2778756580308528e+00  -8.4432792550201496e-01
   5.3092915845667505e+00  -8.2708057427456183e-01
   5.3407075111026483e+00  -8.0901699437494756e-01
   5.3721234376385461e+00  -7.9015501237569064e-01
   5.4035393641744438e+00  -7.7051324277578959e-01
   5.4349552907103416e+00  -7.5011106963046004e-01
   5.4663712172462402e+00  -7.2896862742141155e-01
   5.4977871437821380e+00  -7.0710678118654768e-01
   5.5292030703180357e+00  -6.8454710592868895e-01
   5.5606189968539335e+00  -6.6131186532365227e-01
   5.5920349233898321e+00  -6.3742398974868963e-01
   5.6234508499257299e+00  -6.1290705365297649e-01
   5.6548667764616276e+00  -5.8778525229247336e-01
   5.6862827029975254e+00  -5.6208337785213092e-01
   5.7176986295334231e+00  -5.3582679497899710e-01
   5.7491145560693209e+00  -5.0904141575037198e-01
   5.7805304826052195e+00  -4.8175367410171532e-01
   5.8119464091411173e+00  -4.5399049973954697e-01
   5.8433623356770150e+00  -4.2577929156507299e-01
   5.8747782622129128e+00  -3.9714789063478118e-01
   5.9061941887488114e+00  -3.6812455268467786e-01
   5.9376101152847092e+00  -3.3873792024529142e-01
   5.9690260418206069e+00  -3.0901699437494762e-01
   6.0004419683565047e+00  -2.7899110603922966e-01
   6.0318578948924024e+00  -2.4868988716485535e-01
   6.0632738214283011e+00  -2.1814324139654243e-01
   6.0946897479641988e+00  -1.8738131458572468e-01
   6.1261056745000966e+00  -1.5643446504023112e-01
   6.1575216010359943e+00  -1.2533323356430465e-01
   6.1889375275718921e+00  -9.4108313318514908e-02
   6.2203534541077907e+00  -6.2790519529313263e-02
   6.2517693806436885e+00  -3.1410759078128361e-02
   6.2831853071795862e+00  -2.4492935982947064e-16
